"site_code","year","ID","latitude","longitude","site_name","ecoregion","realm","area","SumTSAfull","Buffer10Km","HumanPopDensity","IUCN_CAT","IUCN_Ia","STATUS_YR","MPA","sampling_effort","sr","Reg_BS_BM_pvalue","Reg_BS_BM_coef","rho_bs_tl","rho_bs_tl_pvalue","cwm_size"
"LHI41",2010,"LHI41_2010",-31.5332,159.05212,"Stephen's Hole 2","Lord Howe and Norfolk Islands","Central Indo-Pacific","New South Wales",71.73,1,19.7393630532657,"Not Applicable",0,1982,1,2,61,1.82645240620909e-05,0.728041835631371,0.0925061741953807,0.482064511016579,77.704875631688
"LHI41",2012,"LHI41_2012",-31.5332,159.05212,"Stephen's Hole 2","Lord Howe and Norfolk Islands","Central Indo-Pacific","New South Wales",71.73,1,19.7393630532657,"Not Applicable",0,1982,1,2,62,9.82355319196541e-12,0.932120991445171,-0.252465134558905,0.0496521415388596,215.247999939961
"MBMP2",2010,"MBMP2_2010",-27.41351,153.52519,"Shag Rock","Tweed-Moreton","Temperate Australasia","Queensland",54.29,0,21.2278374829242,"IV",0,2009,1,2,117,2.11891027253812e-14,0.827080990678771,0.264471643379141,0.00411946558391109,44.4314866842254
"NIC1",2015,"NIC1_2015",11.10952,-85.78047,"Punta Clavo","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",188.34,1,43.2995608844743,"IV",0,1996,1,2,25,0.00373092858379638,0.798393525324269,-0.0042446687902785,0.983934239326642,49.5773913812529
"NIC15",2015,"NIC15_2015",11.12435,-85.80162,"El Toro","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",127.51,0,48.8282462569515,"IV",0,1996,1,2,35,0.0219147566932206,0.394702556120295,0.102978856577111,0.556079941545119,14.0352383028159
"NIC23",2015,"NIC23_2015",11.35403,-86.00303,"La Anciana","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",155.95,0,78.7361204171688,"",0,NA,0,2,32,0.0737846556205555,0.341907728308437,-0.168297678615209,0.357181459085091,12.7211864514473
"NIC24",2015,"NIC24_2015",11.35589,-86.00406,"Bajo de la Anciana","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",155.95,0,78.7090043126781,"",0,NA,0,2,30,0.00029601629350615,0.738924528505364,-0.0223767492538789,0.906567575580393,34.9449737354546
"NIC30",2015,"NIC30_2015",11.38443,-86.03907,"Punta Gigante","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",167.9,0,71.7170343160835,"",0,NA,0,2,36,5.87936396256433e-06,0.727132094203352,0.210311085829966,0.218263371551476,42.5474435838829
"NIC4",2015,"NIC4_2015",11.12183,-85.79685,"Bajo del Tigre","Chiapas-Nicaragua","Tropical Eastern Pacific","Rivas",212.76,0,47.7175056757544,"IV",0,1996,1,2,23,0.00307951693813209,0.740088676460193,0.113023032022758,0.607628089087507,46.8793342052259
"NMP21",2015,"NMP21_2015",-23.14221,113.76709,"Coral Bay (Sanctuary zone)","Ningaloo","Central Indo-Pacific","Western Australia",148.71,1,0.491585557318984,"Ia",1,2005,1,2,61,4.12201558815515e-10,0.911041838059272,-0.0147378457666824,0.911010977293515,21.9103971343567
"NSW13",2009,"NSW13_2009",-33.4465,151.44971,"Terrigal Haven","Manning-Hawkesbury","Temperate Australasia","New South Wales",67.84,0,401.290611486551,"II",0,2005,0,2,29,0.000533559190466671,0.624914448530929,0.282000847489984,0.138315924923157,49.9495006503784
"NSW13",2010,"NSW13_2010",-33.4465,151.44971,"Terrigal Haven","Manning-Hawkesbury","Temperate Australasia","New South Wales",67.84,0,401.290611486551,"II",0,2005,0,2,41,7.71597820159777e-06,0.987183062856549,0.0722888945831631,0.653324430396884,36.2789493145724
"NSW13",2012,"NSW13_2012",-33.4465,151.44971,"Terrigal Haven","Manning-Hawkesbury","Temperate Australasia","New South Wales",67.84,0,401.290611486551,"II",0,2005,0,2,55,5.41236569293648e-11,0.761040649885123,0.0885817919911622,0.520148113676258,58.2750540044424
"NSW16",2009,"NSW16_2009",-33.0885,151.66617,"Swansea Heads South","Manning-Hawkesbury","Temperate Australasia","New South Wales",89.85,0,494.900562794443,"Ia",1,1960,0,2,20,0.00304119453512579,0.654916729482607,0.0386374723951671,0.871521835700663,47.10887097269
"NSW22",2010,"NSW22_2010",-33.086,151.6718,"Moon Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",89.85,0,497.094446327484,"Ia",1,1960,0,2,32,1.63256312422652e-06,0.985951300528412,0.041921792625618,0.819793655519301,72.2303993002408
"NSW24",2009,"NSW24_2009",-32.43224,152.53657,"Status Rock mid-west side","Manning-Hawkesbury","Temperate Australasia","New South Wales",128.56,0,15.3517759281202,"VI",0,2018,0,2,23,0.000509898551840722,0.703482003399094,0.0208334973669327,0.924829575171733,103.502919376403
"NSW30",2009,"NSW30_2009",-32.27495,152.5371,"Graveyard","Manning-Hawkesbury","Temperate Australasia","New South Wales",94.27,0,38.3779687268697,"Ia",1,1983,0,2,25,0.0200535648511635,0.643396593746146,0.0668254760242232,0.75095812619114,82.9926590118182
"NSW32",2009,"NSW32_2009",-32.43208,152.535,"Status Rock","Manning-Hawkesbury","Temperate Australasia","New South Wales",128.56,0,15.2155377539228,"VI",0,2018,0,2,39,5.23308570397823e-06,1.0039198568468,0.23114967517306,0.156828020491832,90.6606431180815
"NSW46",2011,"NSW46_2011",-37.11518,149.96512,"Cave Point","Cape Howe","Temperate Australasia","New South Wales",100.61,0,10.937613027298,"IV",0,1986,0,2,52,8.8767697540763e-08,0.742925072210285,0.118594500287822,0.402385175348843,38.7011723187061
"NT12",2009,"NT12_2009",-12.4073,130.7922,"The Grottos","Bonaparte Coast","Central Indo-Pacific","Northern Territory",84.86,1,121.660656347003,"V",0,2002,0,4,25,6.94211075102382e-11,0.997732870447598,0.577489290613935,0.00250426968654286,1046.18457002816
"NT13",2010,"NT13_2010",-12.40605,130.81166,"East Point North","Bonaparte Coast","Central Indo-Pacific","Northern Territory",84.86,1,119.268423131124,"V",0,2002,0,2,27,0.000472162430164863,0.640081005413505,0.398348256811052,0.0395904600384187,25.0586284882293
"NT5",2009,"NT5_2009",-12.4766,130.787,"Platter Rock","Bonaparte Coast","Central Indo-Pacific","Northern Territory",128.43,1,91.1916569546178,"V",0,1998,0,2,21,0.251164125416332,0.281536532149278,0.0195632667091262,0.932922683893374,24.148443579018
"NT8",2008,"NT8_2008",-12.47226,130.83613,"Dudley Point Bommies","Bonaparte Coast","Central Indo-Pacific","Northern Territory",218.54,1,91.5472150924766,"V",0,1998,0,2,14,0.000508818999139433,0.907793442430601,0.155390660369643,0.595798930203162,128.251477849601
"NT9",2008,"NT9_2008",-12.4134,130.8127,"East Point Coral Gardens","Bonaparte Coast","Central Indo-Pacific","Northern Territory",84.86,1,115.06385182625,"V",0,1998,0,3,31,6.93252442908962e-09,0.785976097378353,0.51655051377566,0.00292942214171054,142.103187290818
"NWS66",2013,"NWS66_2013",-17.0764,119.6539,"Mermaid anchorage dropoff 1.3","Exmouth to Broome","Central Indo-Pacific","Western Australia",122.04,1,NA,"II",0,2018,0,2,90,2.03129093470461e-20,0.698952380264845,0.29745878230805,0.00464128404058684,32.6494827015573
"NWS66",2018,"NWS66_2018",-17.0764,119.6539,"Mermaid anchorage dropoff 1.3","Exmouth to Broome","Central Indo-Pacific","Western Australia",122.04,1,NA,"II",0,2018,0,2,112,3.60097895276107e-24,0.758404934911019,0.210009362153417,0.0276614974311545,36.9984137019261
"PD-S14",2013,"PD-S14_2013",-43.30334,145.91719,"South Whalers Point","Bassian","Temperate Australasia","Tasmania",91.85,0,0.000903452281722,"",0,NA,0,2,13,0.00171204732522916,1.000819539554,0.288495148002385,0.339115530408775,149.6290704148
"PHMP23",2010,"PHMP23_2010",-37.80361,149.27112,"Kerangie Bay","Cape Howe","Temperate Australasia","Victoria",138.81,0,0.105128351395459,"II",0,2002,1,2,14,0.000793866995941718,1.0716740369488,-0.311831852143287,0.277770987732079,142.363651889823
"PIT3",2012,"PIT3_2012",-24.349,-128.349,"Henderson NW bay","Rapa-Pitcairn","Eastern Indo-Pacific","Henderson Island",27.86,1,1.65280440763423,"Not Reported",0,2016,0,2,59,4.53506484258694e-11,0.751679871512808,0.309986274027962,0.0178821444376026,647.202647598932
"PPB15",2008,"PPB15_2008",-37.99492,145.02939,"Ricketts Pt","Bassian","Temperate Australasia","Victoria",78.61,0,1802.94610943542,"II",0,2002,1,2,10,0.000874253609679899,0.846074210323247,-0.47416632407045,0.166191928081555,14.3570701151153
"PPB18",2010,"PPB18_2010",-37.87174,144.83947,"Altona Beach","Bassian","Temperate Australasia","Victoria",233.89,0,1449.7437709013,"Not Reported",0,1982,0,2,7,0.0254216274677366,0.759579852445807,0.414431232839957,0.355268943766052,29.8990013239007
"PPB19",2010,"PPB19_2010",-37.87285,144.9044,"Point Gellibrand  Williamstown","Bassian","Temperate Australasia","Victoria",181.2,0,1745.48364952545,"Not Reported",0,1982,0,2,7,0.0178889095475945,0.764810136767802,0.450468731347779,0.310429301851323,15.7075744824007
"PPB23",2015,"PPB23_2015",-38.13846,144.71302,"P.S.Ozone","Bassian","Temperate Australasia","Victoria",75.09,0,105.233216994017,"Ia",1,1996,0,2,18,4.89064367916666e-07,1.1215759974787,0.128699554062258,0.610786375790328,250.520129545701
"PPB28",2009,"PPB28_2009",-38.32786,144.741,"West Sorrento","Bassian","Temperate Australasia","Victoria",105.87,0,180.484781804018,"Not Applicable",0,2002,0,2,9,0.00153045785093385,1.04506256779474,0.316666666666667,0.406397014486386,156.162488494532
"PPB34",2009,"PPB34_2009",-38.14875,144.72336,"Governors Reef","Bassian","Temperate Australasia","Victoria",75.09,0,117.536331144784,"Ia",1,1996,0,3,14,7.07852299939548e-05,0.890752957551944,0.295808622526927,0.304496703352693,86.9353784785302
"PPB42",2010,"PPB42_2010",-38.34413,144.75908,"White Cliffs","Bassian","Temperate Australasia","Victoria",105.87,0,166.011260140162,"Not Applicable",0,2002,0,2,13,0.502838697443435,0.191224190717913,0.491007885058462,0.0884116137343667,3.52415278733728
"PPH-S1",2009,"PPH-S1_2009",-38.3173,144.71725,"Point Franklin","Bassian","Temperate Australasia","Victoria",109.69,0,183.000867075335,"Not Applicable",0,2002,0,3,17,1.12023603044096e-05,0.987350390172296,0.0506501813544892,0.846918293634111,80.2160331050569
"PPH-S1",2010,"PPH-S1_2010",-38.3173,144.71725,"Point Franklin","Bassian","Temperate Australasia","Victoria",109.69,0,183.000867075335,"Not Applicable",0,2002,0,2,21,0.000125827860299211,0.94037670200001,-0.100955068604319,0.663256804278579,266.832653238486
"PPH-S1",2013,"PPH-S1_2013",-38.3173,144.71725,"Point Franklin","Bassian","Temperate Australasia","Victoria",109.69,0,183.000867075335,"Not Applicable",0,2002,0,3,19,1.61925804996624e-06,0.863067424472447,0.236965946642192,0.328670719434876,3883.62017298901
"PPH-S1",2016,"PPH-S1_2016",-38.3173,144.71725,"Point Franklin","Bassian","Temperate Australasia","Victoria",109.69,0,183.000867075335,"Not Applicable",0,2002,0,2,18,1.27442243094687e-06,0.92552486948492,-0.032141355532493,0.899251958859999,70.0468865668076
"PPH-S1",2017,"PPH-S1_2017",-38.3173,144.71725,"Point Franklin","Bassian","Temperate Australasia","Victoria",109.69,0,183.000867075335,"Not Applicable",0,2002,0,2,17,2.59551726412023e-05,0.931800773459647,0.203709292512674,0.432913732703811,102.358045511152
"PPH-S12",2008,"PPH-S12_2008",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,2,29,0.000144913425678272,0.668770115823306,-0.12602299578726,0.514783542518993,131.133679352057
"PPH-S12",2009,"PPH-S12_2009",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,4,28,0.0186248438699209,0.588372039682723,-0.305749415957058,0.113587575210876,166.15717787974
"PPH-S12",2011,"PPH-S12_2011",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,2,31,4.72897674705419e-07,0.996569404447888,-0.318416233965706,0.0808498358734218,182.679232764832
"PPH-S12",2012,"PPH-S12_2012",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,2,26,0.000383780559868664,0.73565868160976,-0.163656941471872,0.424373517435807,276.159556782032
"PPH-S12",2015,"PPH-S12_2015",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,2,27,7.67153418659154e-05,0.739897489590774,-0.28422864400944,0.150763128932147,232.595634160233
"PPH-S12",2018,"PPH-S12_2018",-38.2767,144.69762,"Annulus (Popes Eye)","Bassian","Temperate Australasia","Victoria",84.78,0,193.400475991583,"II",0,2002,1,2,28,0.00461755210838713,0.647763034940922,-0.195434038453777,0.318937109512727,206.730171865382
"PPH-S17",2008,"PPH-S17_2008",-38.28473,144.63653,"Kelp Beds","Bassian","Temperate Australasia","Victoria",58.73,0,173.480260832622,"II",0,2002,0,2,27,0.000364006548003457,0.993025578656958,-0.604663088773528,0.000835373244530715,132.0328830789
"PPH-S3",2010,"PPH-S3_2010",-38.30412,144.65585,"Pt Nepean Inner West","Bassian","Temperate Australasia","Victoria",93.54,0,177.177251060109,"II",0,2002,1,2,21,1.45890048826227e-05,0.769818425125695,-0.256278793889553,0.262134659812133,66.886266277357
"PPH-S3",2011,"PPH-S3_2011",-38.30412,144.65585,"Pt Nepean Inner West","Bassian","Temperate Australasia","Victoria",93.54,0,177.177251060109,"II",0,2002,1,2,27,1.6398069658895e-05,0.849886159783309,-0.441620419080702,0.0211025579498744,120.833136778606
"PPH-S3",2013,"PPH-S3_2013",-38.30412,144.65585,"Pt Nepean Inner West","Bassian","Temperate Australasia","Victoria",93.54,0,177.177251060109,"II",0,2002,1,2,28,1.42290447996218e-08,1.05318117996627,-0.259522354354385,0.182322652706033,355.514883274516
"PPH-S4",2009,"PPH-S4_2009",-38.30692,144.80102,"Sth Channel Fort","Bassian","Temperate Australasia","Victoria",88.58,0,190.776331974019,"II",0,2005,1,2,31,0.0491890785419631,0.449596247021058,-0.197262069934655,0.287478127507181,52.373007781603
"PPH-S4",2011,"PPH-S4_2011",-38.30692,144.80102,"Sth Channel Fort","Bassian","Temperate Australasia","Victoria",88.58,0,190.776331974019,"II",0,2005,1,2,26,5.8571107576814e-05,0.877684986921219,-0.247034647736114,0.223737200088146,170.439139867381
"PPH-S4",2015,"PPH-S4_2015",-38.30692,144.80102,"Sth Channel Fort","Bassian","Temperate Australasia","Victoria",88.58,0,190.776331974019,"II",0,2005,1,2,31,1.60532365814513e-09,0.935270568065581,-0.079287297902642,0.671580107689056,365.261542250491
"PPH-S4",2016,"PPH-S4_2016",-38.30692,144.80102,"Sth Channel Fort","Bassian","Temperate Australasia","Victoria",88.58,0,190.776331974019,"II",0,2005,1,2,28,2.51373418144917e-08,0.931107378713188,0.211732959220031,0.279418421639349,102.305631493033
"PPH-S4",2018,"PPH-S4_2018",-38.30692,144.80102,"Sth Channel Fort","Bassian","Temperate Australasia","Victoria",88.58,0,190.776331974019,"II",0,2005,1,2,25,7.97902199082967e-06,0.693779487478157,0.0968265202049552,0.645206675751212,141.955063564739
"PPH-S5",2013,"PPH-S5_2013",-38.27528,144.65549,"Shortland Bluff","Bassian","Temperate Australasia","Victoria",102.73,0,174.584380057457,"Not Reported",0,1982,0,2,13,5.48740468829661e-05,1.14548835549991,0.0308623704453493,0.920276105266931,146.03474550708
"PPH-S7",2011,"PPH-S7_2011",-38.28733,144.62,"Merlin Inner","Bassian","Temperate Australasia","Victoria",58.73,0,176.236197235256,"II",0,2002,1,2,20,0.114332852873215,0.462927879118001,-0.388647516445504,0.090360991049266,176.303915103225
"PPH-S8",2009,"PPH-S8_2009",-38.30425,144.65896,"Nepean Inner East","Bassian","Temperate Australasia","Victoria",93.54,0,178.61779753188,"II",0,2002,1,3,27,8.26897780124866e-06,1.39353259312082,-0.373788506175529,0.0547779084370602,491.629061304501
"PPH-S8",2013,"PPH-S8_2013",-38.30425,144.65896,"Nepean Inner East","Bassian","Temperate Australasia","Victoria",93.54,0,178.61779753188,"II",0,2002,1,3,27,2.64401681660144e-10,1.18221248764741,-0.403570267064581,0.0368420070215023,238.70163020103
"PPH-S9",2009,"PPH-S9_2009",-38.28637,144.62962,"Lonsdale Kelp Outer","Bassian","Temperate Australasia","Victoria",58.73,0,175.052303096723,"II",0,2002,1,2,22,0.00191414492927521,0.748057147331064,-0.122870253674855,0.585930054858782,89.1698013931966
"PPH18",2009,"PPH18_2009",-38.31774,144.71334,"Portsea Pier","Bassian","Temperate Australasia","Victoria",109.69,0,182.551465619192,"Not Applicable",0,2002,0,2,15,3.19482383081742e-05,1.24584110344201,0.490132782421593,0.0636312805991638,96.9738285967515
"PPH19",2013,"PPH19_2013",-38.31745,144.71023,"Portsea Bay Reef","Bassian","Temperate Australasia","Victoria",109.69,0,184.23926929403,"Not Applicable",0,2002,0,2,21,0.00180652722797769,0.575489082555719,-0.107546186181606,0.642640382639042,44.8593604804813
"PPH19",2015,"PPH19_2015",-38.31745,144.71023,"Portsea Bay Reef","Bassian","Temperate Australasia","Victoria",109.69,0,184.23926929403,"Not Applicable",0,2002,0,3,33,1.21380495980293e-07,0.867247170071312,0.0726984492769051,0.687646672833886,86.0630225320695
"PPH19",2016,"PPH19_2016",-38.31745,144.71023,"Portsea Bay Reef","Bassian","Temperate Australasia","Victoria",109.69,0,184.23926929403,"Not Applicable",0,2002,0,2,27,8.00327082371892e-06,0.805412733880096,-0.122484454620176,0.542769200277632,71.8546653270793
"PPH19",2017,"PPH19_2017",-38.31745,144.71023,"Portsea Bay Reef","Bassian","Temperate Australasia","Victoria",109.69,0,184.23926929403,"Not Applicable",0,2002,0,3,25,1.93297964872562e-06,0.828757048766317,-0.11190963623237,0.594324857102686,204.879812186396
"PPH19",2019,"PPH19_2019",-38.31745,144.71023,"Portsea Bay Reef","Bassian","Temperate Australasia","Victoria",109.69,0,184.23926929403,"Not Applicable",0,2002,0,4,29,1.50107600774225e-06,0.884565204568951,0.0168908159473171,0.93069952998043,98.9383413214931
"PPH25",2010,"PPH25_2010",-38.30606,144.64868,"Nepean Point South","Bassian","Temperate Australasia","Victoria",58.73,0,172.088496960725,"II",0,2002,1,3,26,2.95899225493769e-07,0.869024387919517,-0.170154341920655,0.405953730394116,146.565167981211
"PPH29",2009,"PPH29_2009",-38.29653,144.6174,"SE Outer Pt Lonsdale Reef","Bassian","Temperate Australasia","Victoria",58.73,0,173.778613385946,"II",0,2002,1,2,13,0.035093149904022,0.634209799905258,-0.038946027603452,0.899479404225312,106.975989282186
"PPH29",2010,"PPH29_2010",-38.29653,144.6174,"SE Outer Pt Lonsdale Reef","Bassian","Temperate Australasia","Victoria",58.73,0,173.778613385946,"II",0,2002,1,2,13,0.00599774087120253,1.2636085105751,-0.0306004502598551,0.920950791614645,158.111356972158
"PPH39",2009,"PPH39_2009",-38.27682,144.62238,"The Springs","Bassian","Temperate Australasia","Victoria",71.87,0,174.428537125433,"II",0,2002,1,3,22,2.29211521690283e-06,0.945402946492236,-0.278653613829731,0.209202222093172,140.767519946682
"PPH40",2016,"PPH40_2016",-38.27462,144.64918,"Cottage by the Sea","Bassian","Temperate Australasia","Victoria",71.87,0,173.43919165405,"Not Reported",0,1982,0,2,26,0.000186133589704092,0.784816403356488,-0.293714695688596,0.14529651896493,63.4386054762421
"PS1",2012,"PS1_2012",-32.59917,152.32404,"NE North Rock","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.92,0,28.3026134544823,"Ia",1,1976,0,2,31,1.62347937823099e-06,0.989146377270513,0.108174507747817,0.562424836533735,44.7624628830899
"PS1",2017,"PS1_2017",-32.59917,152.32404,"NE North Rock","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.92,0,28.3026134544823,"Ia",1,1976,0,2,53,3.05435694978248e-09,0.901055579041076,-0.00044477881507796,0.997478030771731,173.949650301591
"PS13",2009,"PS13_2009",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,5,59,8.94143284627606e-12,0.997027000767682,0.214866152693924,0.102205136262948,64.4774114101796
"PS13",2010,"PS13_2010",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,6,85,2.37734430858035e-15,0.942567022331117,0.0588801707317289,0.592459370798073,51.1826783753132
"PS13",2012,"PS13_2012",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,2,39,7.0186136662828e-11,0.948026639887451,0.0934732278098086,0.571400969091759,27.0307338235065
"PS13",2013,"PS13_2013",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,3,38,4.59190852020125e-05,0.672328729396578,0.424206830288972,0.00794760657870642,14.6858542061649
"PS13",2014,"PS13_2014",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,2,32,2.10301208757305e-10,1.07164753662851,0.472026717146167,0.00637984359646588,28.1716946873635
"PS13",2015,"PS13_2015",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,2,44,2.09788920517354e-11,1.03614736466477,0.13222685799905,0.392213815286772,28.6349762698229
"PS13",2017,"PS13_2017",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,6,58,1.10691933494841e-13,1.08357002436971,0.289239883189233,0.0276555862748982,38.3731652772419
"PS13",2018,"PS13_2018",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,5,63,1.17526437519855e-12,0.883911053209555,0.131894746389655,0.302808936780616,23.9021159364477
"PS13",2019,"PS13_2019",-32.71802,152.14133,"Pipeline","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,64.131459893715,"Ia",1,1999,0,3,49,7.25642594678061e-13,1.04030323704417,0.209922105759271,0.147698932371137,109.108640326796
"PS16",2010,"PS16_2010",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,4,50,6.80903163135304e-09,1.06348464464782,0.122393217473572,0.397133895920673,19.264227954451
"PS16",2011,"PS16_2011",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,5,66,8.97350312975429e-11,0.965761565507147,0.20592179738622,0.0971595895919268,34.806741249087
"PS16",2012,"PS16_2012",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,2,39,9.11206522172171e-09,0.979756625836278,0.200909955087829,0.22004349261874,83.5199371062661
"PS16",2013,"PS16_2013",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,3,59,3.11923517295069e-12,0.982103656000591,0.328310505808563,0.0111284410604652,37.3109155201617
"PS16",2016,"PS16_2016",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,2,65,4.7375477046548e-13,1.16518493351076,0.0381628711332095,0.762790122636782,21.7459445929391
"PS16",2018,"PS16_2018",-32.71515,152.15036,"Seahorse gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.5639746895132,"Ia",1,1999,0,2,41,7.25158163960876e-13,1.06275609183419,0.275635342455889,0.0811043322377869,28.9147500238544
"PS17",2008,"PS17_2008",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,4,55,5.76038339980325e-10,1.08198129500064,-0.143477994456033,0.296004520451121,85.0775782009823
"PS17",2009,"PS17_2009",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,7,90,1.81800787515712e-14,1.03913941752232,-0.0115012083558358,0.914322204915935,75.4719979348138
"PS17",2010,"PS17_2010",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,4,72,1.22297791790313e-15,0.91579110961468,0.0925374049767456,0.43944860828335,55.8342929948875
"PS17",2011,"PS17_2011",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,5,90,5.91414378630198e-19,0.999737760763935,0.0602162222341241,0.572898500426045,42.0046692745865
"PS17",2012,"PS17_2012",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,3,90,4.84123414163979e-19,0.926722672234782,0.0737992211238672,0.489391002162933,68.9820481617418
"PS17",2013,"PS17_2013",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,5,82,1.01757330928722e-12,0.934429097678766,0.139447977453043,0.211487874045864,81.1467342940409
"PS17",2014,"PS17_2014",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,3,61,7.48401757688905e-16,1.00986917269214,0.129706259672262,0.319105697712227,142.60934611781
"PS17",2015,"PS17_2015",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,3,74,1.71782032541225e-16,0.947010460397175,0.18936985657959,0.106106012459495,85.4065890428302
"PS17",2016,"PS17_2016",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,6,112,2.38984515999678e-19,1.04455348260569,0.157064789563969,0.0981576125451476,81.2947817797451
"PS17",2017,"PS17_2017",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,5,86,9.99337489112192e-14,0.935232292347099,0.177586130693675,0.101881944518294,68.4288177447853
"PS17",2018,"PS17_2018",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,4,88,1.25519633071499e-19,1.09288608908626,0.0597007538961145,0.580586461072146,74.3778902748157
"PS17",2019,"PS17_2019",-32.71446,152.15183,"Fly Point Nelson Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.382805641056,"Ia",1,1999,0,3,70,1.33642239132044e-13,1.06972109475558,0.149573201413451,0.216513395826381,62.4741435778933
"PS18",2010,"PS18_2010",-32.71161,152.18483,"Tomaree Head Tubes","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,66.0873123141036,"Ia",1,2005,0,2,42,0.00871538607907706,0.644341339569784,0.106437297647119,0.50229362568205,11.8896623259258
